,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,0.09293901175260544,0.10160478949546814,6.884451408950554e-08,0.126603901386261,0.11485639214515686,-0.06408508867025375,0.14896129071712494,0.11232807487249374,-0.1055380254983902,0.14345677196979523,0.09785939753055573,-0.13819703459739685,0.12665066123008728,0.08646924793720245,-0.1696450114250183,0.18894459307193756,0.05492725223302841,-0.08025050163269043,0.18422700464725494,0.02523714117705822,-0.12479506433010101,0.1613478660583496,0.007359247654676437,-0.15783707797527313,0.1359516978263855,-0.006471261382102966,-0.17760668694972992,0.16304230690002441,0.03022807277739048,-0.06612519919872284,0.16198420524597168,-0.007992133498191833,-0.10577666014432907,0.14607271552085876,-0.024799834936857224,-0.12986770272254944,0.12861287593841553,-0.03472243994474411,-0.14348599314689636,0.13418275117874146,0.014033579267561436,-0.05737956240773201,0.13415096700191498,-0.020052023231983185,-0.08857405185699463,0.1253126561641693,-0.035159800201654434,-0.10064411908388138,0.11634606868028641,-0.04591928422451019,-0.10560321807861328,0.10424606502056122,0.005744442343711853,-0.05409076437354088,0.10765604674816132,-0.022382773458957672,-0.07551354169845581,0.10352634638547897,-0.03621627017855644,-0.08148998767137527,0.09885142743587494,-0.045803770422935486,-0.08349327743053436
1,0.11078476905822754,0.08582533895969391,2.379487540338232e-07,0.11675301194190979,0.10964775830507278,-0.06389949470758438,0.13530190289020538,0.12470249831676483,-0.11070006340742111,0.15341511368751526,0.13644367456436157,-0.14945919811725616,0.17769795656204224,0.14411750435829163,-0.18749791383743286,0.1974037140607834,0.07784733176231384,-0.0969332903623581,0.2261815369129181,0.06314286589622498,-0.15155252814292908,0.22162467241287231,0.053348883986473083,-0.19010771811008453,0.20989587903022766,0.045792266726493835,-0.21317028999328613,0.1881348192691803,0.047457776963710785,-0.08537996560335159,0.2099432349205017,0.024978581815958023,-0.13357126712799072,0.19957220554351807,0.009385932236909866,-0.1618281453847885,0.18614864349365234,-0.0019250288605690002,-0.17929120361804962,0.17051398754119873,0.024158913642168045,-0.0784362256526947,0.18265162408351898,0.0046785734593868256,-0.11719024926424026,0.1731405407190323,-0.00868891179561615,-0.13328172266483307,0.16197876632213593,-0.01942756399512291,-0.14163923263549805,0.14659373462200165,0.009628085419535637,-0.07633405178785324,0.15104340016841888,-0.006327778100967407,-0.10465642064809799,0.1448122262954712,-0.016249030828475952,-0.11450829356908798,0.13789503276348114,-0.02483956515789032,-0.11933345347642899
2,0.20043328404426575,0.14095105230808258,-1.815249675019004e-07,0.22045689821243286,0.17395047843456268,-0.047061722725629807,0.25581294298171997,0.19317921996116638,-0.07364631444215775,0.28150010108947754,0.18697205185890198,-0.09667903184890747,0.30029597878456116,0.16398753225803375,-0.11851618438959122,0.32549652457237244,0.14550518989562988,-0.04603543505072594,0.36634376645088196,0.129170224070549,-0.08577980846166611,0.3507879674434662,0.11150867491960526,-0.11676153540611267,0.32710662484169006,0.09730290621519089,-0.13353022933006287,0.3152657449245453,0.11708829551935196,-0.03843662515282631,0.3604777157306671,0.09623275697231293,-0.07662169635295868,0.3406044840812683,0.07905909419059753,-0.10734415799379349,0.3139501214027405,0.06957276910543442,-0.12401740252971649,0.29850906133651733,0.09353410452604294,-0.03592364862561226,0.3355141878128052,0.07526975125074387,-0.06706134974956512,0.3201364278793335,0.06049126014113426,-0.09121488779783249,0.29560577869415283,0.05282602459192276,-0.10298556834459305,0.274980366230011,0.07625861465930939,-0.03691481426358223,0.30407005548477173,0.059634484350681305,-0.05754061043262482,0.3017447888851166,0.049109429121017456,-0.07119957357645035,0.2912815809249878,0.04308019578456879,-0.07867845892906189
3,0.2344130426645279,0.14548608660697937,7.695881709679497e-10,0.25767767429351807,0.1613335907459259,-0.038317207247018814,0.29128438234329224,0.16326692700386047,-0.06347799301147461,0.3131375312805176,0.14341022074222565,-0.08502790331840515,0.3331577479839325,0.1233455166220665,-0.10541396588087082,0.3638591766357422,0.16252540051937103,-0.04728970676660538,0.41043907403945923,0.15992410480976105,-0.08873006701469421,0.3991318345069885,0.1410481333732605,-0.11924818903207779,0.3731555640697479,0.12384186685085297,-0.13554510474205017,0.35933294892311096,0.1402726173400879,-0.04357214644551277,0.40537500381469727,0.12660560011863708,-0.08268828690052032,0.39711445569992065,0.10573616623878479,-0.11081026494503021,0.37391358613967896,0.09233379364013672,-0.1262291520833969,0.3458852171897888,0.12239263206720352,-0.044433459639549255,0.3823329210281372,0.10573342442512512,-0.07870744168758392,0.37550488114356995,0.08661936223506927,-0.10074695944786072,0.3544919192790985,0.07447853684425354,-0.11164754629135132,0.3244788646697998,0.10920608043670654,-0.04748890921473503,0.3506956994533539,0.0933472067117691,-0.07322902232408524,0.34814324975013733,0.08305622637271881,-0.08586419373750687,0.3359154760837555,0.07731060683727264,-0.09185520559549332
4,0.25924861431121826,0.17214274406433105,2.5660485292178237e-08,0.28798675537109375,0.2017149031162262,-0.040673863142728806,0.33206552267074585,0.2191592901945114,-0.059675272554159164,0.3719235956668854,0.21279698610305786,-0.07531788945198059,0.4085230231285095,0.20273275673389435,-0.08947918564081192,0.3949281871318817,0.18407785892486572,-0.029628297314047813,0.4424225091934204,0.17757822573184967,-0.06481314450502396,0.43992793560028076,0.15952469408512115,-0.09358667582273483,0.42345160245895386,0.14269176125526428,-0.10858104377985,0.38854658603668213,0.15654027462005615,-0.022015662863850594,0.43547165393829346,0.14378118515014648,-0.05474168434739113,0.43652182817459106,0.1262131929397583,-0.08072375506162643,0.41956865787506104,0.11286189407110214,-0.09456214308738708,0.37589210271835327,0.13345789909362793,-0.02025303803384304,0.41740304231643677,0.12018287926912308,-0.04826342314481735,0.42333903908729553,0.10693016648292542,-0.06545545160770416,0.41270187497138977,0.09732510894536972,-0.0729256123304367,0.3549005389213562,0.1134379506111145,-0.021902358159422874,0.39228641986846924,0.10226644575595856,-0.04303785040974617,0.4006820321083069,0.09492623805999756,-0.0523710697889328,0.398896723985672,0.08989265561103821,-0.05569147691130638
5,0.2919650077819824,0.18536165356636047,1.9051296362704306e-07,0.3189380168914795,0.21667468547821045,-0.03398038074374199,0.36416423320770264,0.2368994653224945,-0.05001874640583992,0.4026595652103424,0.2303481101989746,-0.06372282654047012,0.43970951437950134,0.22137346863746643,-0.07606225460767746,0.4274749755859375,0.1962955892086029,-0.023840567097067833,0.48036205768585205,0.18674422800540924,-0.05434957146644592,0.4857649505138397,0.18717411160469055,-0.07897443324327469,0.4696190357208252,0.18911950290203094,-0.09035637229681015,0.4216865301132202,0.1689220666885376,-0.017528122290968895,0.47397345304489136,0.1573466807603836,-0.0442739762365818,0.47900381684303284,0.15696333348751068,-0.06607122719287872,0.4626355469226837,0.1603662222623825,-0.07740520685911179,0.40975359082221985,0.14553740620613098,-0.016316678375005722,0.45879319310188293,0.1323850154876709,-0.038454558700323105,0.46847760677337646,0.13054333627223969,-0.05357890576124191,0.4574698209762573,0.1335601508617401,-0.06035316362977028,0.39031827449798584,0.12379083037376404,-0.01795896887779236,0.43445977568626404,0.11340664327144623,-0.03463999554514885,0.44552838802337646,0.11255288869142532,-0.04257332161068916,0.4409219026565552,0.11412923038005829,-0.04513053968548775
6,0.312886118888855,0.19531674683094025,2.3330163401169557e-07,0.3393944203853607,0.22777734696865082,-0.028217807412147522,0.38657164573669434,0.24857410788536072,-0.04095078259706497,0.4279601573944092,0.24237492680549622,-0.05165039747953415,0.46593010425567627,0.23568078875541687,-0.06095016002655029,0.45007532835006714,0.21129360795021057,-0.015231269411742687,0.5029788017272949,0.2046920657157898,-0.039676450192928314,0.5201129913330078,0.20311366021633148,-0.06007687747478485,0.5204086303710938,0.20265986025333405,-0.06993716210126877,0.4468208849430084,0.18323831260204315,-0.010316932573914528,0.49868547916412354,0.17614911496639252,-0.029044488444924355,0.5144762992858887,0.17450439929962158,-0.04438842833042145,0.5149279832839966,0.17432232201099396,-0.05240984633564949,0.43598759174346924,0.15940183401107788,-0.010042384266853333,0.4841901957988739,0.1511288583278656,-0.024656958878040314,0.5035912394523621,0.14878897368907928,-0.03184400871396065,0.5109699368476868,0.14822456240653992,-0.03461455553770065,0.4169493019580841,0.13751453161239624,-0.012594535946846008,0.45814454555511475,0.12888464331626892,-0.022731374949216843,0.4756832718849182,0.1273588389158249,-0.024460501968860626,0.4858716130256653,0.1264534592628479,-0.023278333246707916
7,0.32710719108581543,0.20416370034217834,4.0135040535460575e-07,0.35601523518562317,0.2373051643371582,-0.031387340277433395,0.4034520387649536,0.25834664702415466,-0.04416869953274727,0.44704532623291016,0.25165823101997375,-0.053526271134614944,0.48657020926475525,0.24594447016716003,-0.06213416904211044,0.46576574444770813,0.22213006019592285,-0.020085932686924934,0.5161035060882568,0.2201988697052002,-0.039891716092824936,0.5473527908325195,0.2171526998281479,-0.05720183625817299,0.5734675526618958,0.21379390358924866,-0.0682244822382927,0.46553292870521545,0.19514599442481995,-0.015062806196510792,0.5189621448516846,0.19118620455265045,-0.03071151301264763,0.5524794459342957,0.1871909201145172,-0.04504375159740448,0.5789058208465576,0.18433356285095215,-0.054726842790842056,0.45600128173828125,0.17185187339782715,-0.014179703779518604,0.5061224102973938,0.16652433574199677,-0.029016532003879547,0.5363030433654785,0.1644541621208191,-0.03747060149908066,0.5600630044937134,0.16365398466587067,-0.04229253903031349,0.43669751286506653,0.14996515214443207,-0.016333142295479774,0.47827091813087463,0.1437838226556778,-0.028788525611162186,0.5036724209785461,0.14248165488243103,-0.032375045120716095,0.526282548904419,0.14232875406742096,-0.033239301294088364
8,0.3405519723892212,0.208971306681633,4.5808528170709906e-07,0.3679097890853882,0.24439719319343567,-0.032639313489198685,0.41461288928985596,0.2667270302772522,-0.04594636708498001,0.4606061577796936,0.2627137005329132,-0.055354926735162735,0.5017336010932922,0.2587823271751404,-0.0638999491930008,0.47923457622528076,0.2316308319568634,-0.024597011506557465,0.5350141525268555,0.2318274974822998,-0.04450368136167526,0.5693492293357849,0.2293485850095749,-0.06084779277443886,0.5998859405517578,0.2261219322681427,-0.07137580960988998,0.48100098967552185,0.2045881450176239,-0.019400713965296745,0.5407152771949768,0.2036522477865219,-0.035448405891656876,0.5797808170318604,0.20075878500938416,-0.04918771609663963,0.6124697923660278,0.19886904954910278,-0.05841870605945587,0.47215861082077026,0.18133549392223358,-0.018164293840527534,0.5295671224594116,0.17860418558120728,-0.03378814831376076,0.5660660862922668,0.17761684954166412,-0.04319840669631958,0.596285879611969,0.1777610331773758,-0.04858773201704025,0.4531385898590088,0.15946833789348602,-0.01989370584487915,0.4989967942237854,0.15507861971855164,-0.03347954899072647,0.5283969044685364,0.15425615012645721,-0.03819543495774269,0.5552787780761719,0.15445587038993835,-0.0398353636264801
9,0.34667307138442993,0.21554584801197052,4.918657623420586e-07,0.37494581937789917,0.2509020268917084,-0.034995440393686295,0.42153769731521606,0.2731262147426605,-0.048860665410757065,0.4686865210533142,0.2706183195114136,-0.058461036533117294,0.5101057887077332,0.26901429891586304,-0.06716080009937286,0.492180198431015,0.2398928701877594,-0.0252589862793684,0.5504912734031677,0.2420307993888855,-0.04532570764422417,0.5872095227241516,0.24158531427383423,-0.06255538016557693,0.6200687289237976,0.24001874029636383,-0.07370748370885849,0.49447101354599,0.21327967941761017,-0.019254546612501144,0.557052493095398,0.214439257979393,-0.03514166548848152,0.5986101627349854,0.21391762793064117,-0.0493478961288929,0.6327913403511047,0.21393832564353943,-0.05893136188387871,0.485318124294281,0.1901625543832779,-0.017563801258802414,0.5446064472198486,0.1889118254184723,-0.03304966166615486,0.5828055143356323,0.18929220736026764,-0.043188173323869705,0.6139293909072876,0.19116422533988953,-0.049046654254198074,0.4659140706062317,0.167922705411911,-0.019181331619620323,0.5130656361579895,0.16478776931762695,-0.03294932469725609,0.5440564155578613,0.16412687301635742,-0.03818891942501068,0.5723220705986023,0.16467832028865814,-0.04020228236913681
